CustomerID,Name,Birthyear,Education,Marital_Status,Income,Kid_Younger6,Children_6to18
26969,Mr. Robert Lee,1978,Graduation,Single,130270,0,0
34409,Mr. Ian Greene,1971,HighSchool,Married,75320,1,1
10214,Miss Elizabeth Kerr,1976,PhD,Together,105106,0,1
5513,Miss Carolyn Underwood,1967,PhD,Together,104848,0,1
15461,Mrs. Rose Forsyth,1986,PhD,Married,77312,0,0
16025,Mr. Boris Wilson,1965,Master,Single,75712,1,1
22622,Mr. Owen Kelly,1981,Master,Divorced,67804,1,1
32828,Miss Ava Bower,2005,Basic,Single,25497,0,0
18119,Miss Melanie Dickens,1990,Graduation,Single,34613,1,0
15629,Miss Ava King,2000,Basic,Single,14004,1,0
34460,Mr. Evan Welch,1985,Graduation,Divorced,110408,0,0
10748,Miss Joanne MacDonald,1993,Graduation,Together,51004,1,0
12524,Mr. Tim Gibson,1964,Graduation,Divorced,98709,0,1
6143,Mr. Joshua Watson,1987,Graduation,Single,81305,0,1
29105,Miss Victoria Piper,1992,Master,Single,104254,1,0
15254,Mr. Alexander Nash,1981,Graduation,Together,52544,1,1
29435,Mrs. Emily Davies,1961,PhD,Divorced,109398,0,0
33605,Miss Jennifer Churchill,1982,PhD,Single,61564,1,1
19085,Miss Jan Henderson,1974,Graduation,Together,93048,0,1
23459,Miss Jessica Wilson,1968,PhD,Single,136583,0,0
7313,Mr. Leonard Hughes,1986,Master,Married,46110,1,0
28895,Mr. Gavin Lambert,1970,Graduation,Married,115722,0,1
21425,Mr. Eric Quinn,1981,Graduation,Married,57412,1,0
8678,Mrs. Amelia Wright,1973,Graduation,Widow,106439,0,0
8231,Mr. Anthony Knox,1960,Graduation,Single,78314,0,1
18884,Mr. Owen MacDonald,1981,HighSchool,Single,25105,1,0
23756,Miss Dorothy Arnold,1994,Master,Single,48654,0,0
34847,Mr. Jason Cornish,1985,HighSchool,Married,23831,1,0
25265,Mr. Ryan Young,1989,Graduation,Single,108180,0,0
30110,Mr. Stewart Dyer,1975,HighSchool,Together,55102,0,0
8516,Mr. Eric Dickens,1983,PhD,Divorced,79868,0,1
12437,Mr. Brandon Scott,1953,Graduation,Married,98383,0,0
16751,Mr. Eric Forsyth,1985,Graduation,Married,121975,0,0
30119,Mr. Paul Mills,1967,PhD,Widow,121687,0,0
27188,Mr. Simon Coleman,1977,Master,Divorced,44317,1,0
16325,Mr. Neil Johnston,1980,PhD,Married,53126,0,1
10778,Miss Tracey Parsons,1981,PhD,Single,73961,1,1
13310,Mr. Jonathan Paterson,1958,master,Married,81033,0,1
29549,Mr. Ryan Baker,1977,Graduation,Married,89597,1,0
22646,Mr. Jake Vance,1981,Master,Married,69769,1,1
14180,Mr. Steven Martin,1983,HighSchool,Divorced,77798,0,1
23042,Mr. Sean Dyer,1983,PhD,Married,49183,1,0
24986,Mr. Blake King,1983,Graduation,Married,35887,1,0
33395,Miss Ruth Coleman,1960,Graduation,Together,116104,0,0
20960,Mr. Alexander Lyman,1992,Graduation,Together,32020,1,0
27143,Mr. Richard Manning,1960,PhD,Married,68145,1,1
25577,Miss Hannah Chapman,1981,HighSchool,Single,101832,0,1
6815,Mr. Sam Henderson,1977,Graduation,Married,95737,0,0
10673,Mrs. Vanessa Hardacre,1958,Graduation,Married,89487,0,1
6635,Miss Rebecca Martin,1975,Graduation,Together,62993,0,1
5192,Mr. James Stewart,1977,HighSchool,Together,52343,2,1
23870,Mr. Nicholas Simpson,1974,PhD,Together,102043,1,1
21899,Mr. Paul Allan,1957,Graduation,Married,116726,0,0
19586,Mr. Jonathan Payne,1956,Master,Married,237639.725,0,0
11558,Miss Virginia Hunter,1993,Graduation,Single,43530,1,0
33971,Mr. Brian McDonald,1994,Graduation,Single,38058,1,0
15089,Mr. Carl Underwood,1964,Graduation,Together,130186,0,0
13682,Mrs. Joan White,1973,Graduation,Married,70333,2,1
8822,Mr. Ian Burgess,1994,,Single,124704,0,0
9929,Mrs. Hannah Kelly,1982,Graduation,Married,82262,1,0
28340,Mr. Dominic Brown,1988,Graduation,Married,55762,1,0
12284,Mr. Stewart Hudson,1951,Master,Married,89964,0,0
27530,Mr. Austin King,1971,Master,Married,91781,1,1
22628,Miss Mary Lyman,1979,Graduation,Together,62925,0,1
25913,Miss Angela Duncan,1982,Graduation,Single,54268,1,1
31454,Miss Fiona Rees,1972,Graduation,Together,80161,0,1
12194,Mr. Adrian Ellison,1970,HighSchool,Widow,88572,0,1
6869,Mr. Alexander North,1963,Graduation,Together,80859,0,1
18491,Mr. Liam Terry,1989,HighSchool,Together,36274,1,0
5549,Mr. Alexander Powell,1964,PhD,Married,66788,0,1
25448,Mr. Dan Stewart,1967,Graduation,Divorced,102343,0,1
26957,Mr. Adrian McDonald,1956,Graduation,Divorced,93976,0,0
18641,Mr. Richard Churchill,1981,Master,Married,116272,0,0
34883,Mr. Cameron Henderson,1976,Graduation,Single,135630,0,0
23978,Mr. Joshua Smith,1973,PhD,Married,138899,0,0
20459,Mr. Ryan Jackson,1991,HighSchool,Married,58063,0,0
16955,Mr. Liam Nash,1962,Graduation,Together,52838,1,1
20660,Miss Natalie Johnston,1985,Graduation,Single,77797,0,1
34028,Mr. Blake Hunter,1991,Master,Married,74530,1,0
19589,Mr. Michael Bower,1968,PhD,divorced,124106,0,0
11507,Mr. Thomas Taylor,1992,PhD,Single,98227,0,0
22391,Mr. Peter Johnston,1982,Graduation,Married,91208,0,0
7397,Mr. Joe Payne,1971,Master,Divorced,57030,1,1
8099,Mrs. Rose Campbell,1982,Master,Divorced,72866,0,1
18527,Mr. Charles Oliver,1995,Graduation,Married,82135,1,0
32174,Miss Gabrielle Hill,1981,Graduation,Single,45205,1,0
11693,Mr. James James,1953,Master,Together,122858,0,0
26465,Mr. Andrew Fraser,1996,Graduation,Married,42533,1,0
7253,Mr. Edward Cameron,1975,PhD,Married,25576,1,0
7751,Miss Jane Taylor,1968,PhD,Single,72371,0,1
23183,Mr. Connor Peters,1954,Graduation,Married,112391,0,0
12842,Mr. Dominic Rutherford,1995,Graduation,Single,105693,0,0
24800,Miss Sophie Manning,1976,Graduation,Together,101426,0,1
25817,Mr. Matt May,1987,Graduation,Married,79108,0,1
29708,Mr. Kevin Rees,1964,PhD,Married,54213,0,1
23849,Miss Diane Henderson,1992,HighSchool,Together,27596,1,0
24701,Mr. Evan Wallace,1989,HighSchool,Married,41491,1,0
26447,Mr. Adam Jackson,1960,Master,Single,83702,0,1
8279,Mr. David Poole,1981,Graduation,Widow,73199,0,1
12335,Mr. Jacob Morgan,1982,PhD,Single,54452,1,0
30125,Mr. Steven MacLeod,1954,Graduation,Married,44557,0,0
25412,Mr. Adrian Walker,1976,Master,Widow,70114,1,1
28337,Mr. Nathan Hudson,1971,Graduation,Married,81017,0,1
28934,Mr. Tim Campbell,1995,Graduation,Married,97884,1,0
14279,Mr. Cameron Murray,1964,PhD,Married,73086,0,1
15281,Mr. Nathan Lambert,1994,Graduation,Married,136740,0,0
34658,Mr. Phil Ince,1955,HighSchool,Married,115129,0,0
32759,Mr. Edward Bell,1982,HighSchool,Together,102587,1,0
33581,Mrs. Sue Quinn,1989,PhD,Divorced,120959,0,0
18074,Miss Elizabeth Mackay,1976,PhD,Together,36336,1,1
12092,Miss Maria Ellison,1973,Graduation,Single,61521,0,1
8564,Mr. Adam Piper,1985,Graduation,Divorced,48661,1,0
22148,Miss Amy Sharp,1971,PhD,Together,139933,1,1
21683,Mr. Joe Paige,1969,HighSchool,Divorced,29716,0,0
15800,Mr. Eric Davies,1969,Graduation,Married,103215,0,0
7769,Mr. Joseph Terry,1974,Graduation,Married,56855,1,1
22121,Miss Jane Lambert,1985,Graduation,Together,127591,0,0
10646,Miss Bernadette Metcalfe,1977,Graduation,Together,63339,0,1
12827,Mr. Ryan Lewis,1985,Basic,Married,25563,1,0
32057,Miss Ava Quinn,1980,HighSchool,Together,29014,1,0
9452,Mr. Liam Roberts,1976,Graduation,Divorced,103964,0,0
17777,Mr. Owen Piper,1986,Master,Married,115739,2,0
20954,Mr. Harry Springer,1978,Graduation,Married,67921,1,0
23696,Mr. Adam Ball,1963,Graduation,Together,127333,0,0
19196,Mr. Owen Roberts,1984,Graduation,Married,94926,1,0
16571,Mr. Edward Rampling,1968,Master,Married,63963,1,1
17414,Mr. Andrew Taylor,1972,Graduation,Divorced,113073,0,0
25274,Mr. Paul Berry,2001,HighSchool,Together,96113,0,0
33668,Mr. Jacob Brown,1971,Graduation,Single,97505,1,1
5906,Mr. Owen Walker,1977,Master,Married,120162,1,0
8429,Mr. Jake Abraham,1975,PhD,Married,43502,1,0
7811,Mr. Joe Brown,1973,Master,Divorced,75404,0,1
33848,Mr. Alexander Peake,1979,Graduation,Single,58660,1,1
30710,Mr. Alexander Smith,1981,Graduation,Together,66679,1,0
22724,Mr. Joseph Martin,1980,Master,Married,60749,1,0
27173,Mr. James Dickens,1984,Graduation,Married,28828,1,0
31502,Mr. Brandon McGrath,1962,Graduation,Single,90435,0,1
10490,Mr. Gordon King,1959,Graduation,Together,91593,0,1
21719,Mr. Sam Bond,1961,Graduation,Married,132439,0,0
20579,Mr. Piers Nash,1967,Graduation,Married,93213,0,1
16007,Mr. Lucas Davidson,1968,Graduation,Widow,36882,1,1
8198,Mr. Ryan Bell,1973,PhD,Together,48852,1,0
11114,Mr. Eric Ogden,1994,Graduation,Married,21646,1,0
20285,Miss Caroline Gibson,1954,Graduation,Together,96473,0,0
12968,Mrs. Fiona Butler,1971,Master,Married,85835,1,1
34259,Mr. Steven Rampling,1985,Master,Divorced,78969,0,1
32783,Miss Rebecca Walker,1960,Graduation,Together,47144,1,2
9413,Mr. Piers Baker,1962,Graduation,Married,102669,1,2
14141,Mr. Sean Kerr,1967,PhD,Married,107588,0,0
29711,Mr. Blake Walker,1982,Graduation,Single,120492,0,0
17774,Mr. Thomas White,1984,PhD,Married,119624,0,0
30611,Mr. Trevor Morgan,1994,Graduation,Divorced,23524,1,0
32924,Mrs. Wanda Terry,1986,Graduation,Divorced,41264,1,1
25895,Mr. Frank Alsop,1985,Graduation,Single,73552,0,1
21860,Mr. Jack Young,1991,Graduation,Single,124546,0,0
34025,Mr. Nicholas McGrath,1971,Graduation,married,77049,0,1
26798,Mr. Matt McGrath,1975,Graduation,Married,54943,2,2
8276,Mrs. Mary Jackson,1968,HighSchool,Married,118238,0,0
7685,Mr. Evan Nolan,1980,Graduation,Single,227406.225,2,1
24299,Miss Pippa Ince,1996,Graduation,Together,122949,0,0
30254,Miss Hannah Grant,1968,Graduation,Together,96467,0,1
7304,Miss Amelia Rees,1960,Graduation,Together,78454,0,1
25769,Mr. Liam Smith,1982,PhD,Divorced,43017,1,0
19451,Miss Dorothy Abraham,1969,Graduation,Single,69560,2,1
5975,Mr. Ian Ferguson,1981,Graduation,Single,96240,0,0
30476,Miss Jan Langdon,1991,Basic,Together,30703,1,0
6074,Miss Heather Howard,1981,Graduation,Single,95641,0,1
27533,Mr. Boris Henderson,1980,Master,Together,45692,1,0
21257,Mrs. Sonia Manning,1988,Graduation,Divorced,61739,1,0
30674,Mr. Joseph Stewart,2002,Graduation,Single,95912,0,0
19031,Mr. Tim Mackenzie,1976,PhD,Married,149368,0,0
8753,Mr. Colin McLean,1959,Graduation,Single,65618,1,1
7283,Mr. Benjamin Walsh,1976,HighSchool,Married,60285,0,1
8975,Mr. Sebastian Gill,1977,Graduation,Together,54493,1,0
10742,Miss Ruth Lyman,1966,Master,Together,92215,0,1
25640,Mr. Owen Quinn,1960,PhD,Single,39734,1,1
22013,Mr. Eric Clark,1986,PhD,Married,36063,1,0
24881,Mr. Neil Mathis,1974,Master,Divorced,92498,0,1
23936,Miss Diane Brown,1974,PhD,Single,119239,0,1
32027,Mr. Gordon Hudson,1961,Graduation,Widow,91024,1,1
24644,Miss Bernadette Davies,1983,PhD,Together,69332,0,1
9095,Mr. Phil Bailey,1990,Master,Married,59903,1,0
31946,Mrs. Maria Nolan,1985,Basic,Married,29651,2,0
14186,Miss Elizabeth Piper,1979,HighSchool,Single,130227,0,0
20006,Mr. Joe Welch,1982,Graduation,Single,62759,1,0
30308,Mr. Charles Cameron,1959,Master,Married,98125,0,1
22316,Miss Kylie Simpson,1952,PhD,Together,122282,0,0
28085,Mr. Gavin Bell,1979,Master,Divorced,103991,0,0
21176,Mr. Jonathan Burgess,1974,Graduation,Together,126100,0,0
7082,Mr. Stewart Underwood,1982,HighSchool,Single,17573,1,0
17165,Miss Carolyn Lambert,1977,HighSchool,Together,50901,1,1
25757,Mr. Max Thomson,1969,PhD,Divorced,64758,2,2
11792,Miss Bernadette Carr,1978,Master,Single,42532,1,0
29234,Miss Amy Anderson,1989,Graduation,Single,43237,1,0
14168,Mr. Piers Martin,1965,Graduation,Married,96786,0,1
11819,Mr. Alexander Ogden,1984,PhD,Married,51273,1,0
10268,Mr. Paul Young,1960,Graduation,Single,60985,1,1
5078,Mr. Isaac Arnold,1969,Graduation,Together,99861,0,0
24293,Mr. Benjamin Underwood,1980,Graduation,Together,56074,1,1
13349,Mr. Dylan Quinn,1986,Graduation,Married,126484,0,0
19058,Mr. Brandon Cornish,1978,Graduation,Married,10307.9,0,0
8444,Mr. Stephen White,1966,Graduation,Divorced,87035,0,0
21458,Mr. Keith Powell,1989,Graduation,Divorced,95624,0,0
31148,Mr. Blake Thomson,1973,Graduation,Married,76619,1,1
19646,Mr. Oliver Watson,1953,PhD,Widow,106737,0,0
21710,Mr. Edward Rees,1958,PhD,Together,129499,0,0
26585,Miss Amy King,1993,Graduation,Single,105530,1,0
16106,Miss Carol Hemmings,1981,Graduation,Together,42624,1,0
20657,Mr. Brandon Cornish,1969,Graduation,Single,78326,0,1
14648,Miss Theresa Roberts,1992,Master,Single,112690,0,0
18506,Mr. Richard Metcalfe,1961,HighSchool,Married,91645,1,1
19820,Mr. Brian Davies,1954,PhD,Divorced,48985,1,1
7298,Mr. Gavin Powell,1988,PhD,Married,52334,1,0
33425,Mr. William Dyer,1976,Graduation,Single,43970,1,1
7130,Mr. Austin Brown,1979,Graduation,Married,44739,1,0
9566,Miss Zoe Slater,1993,Graduation,Single,41979,1,0
27212,Mr. Jonathan Powell,1977,HighSchool,Married,126105,0,1
19205,Mr. Max Mackay,1958,HighSchool,Married,47860,0,0
32936,Mr. Christopher Russell,1980,Graduation,Married,72497,1,1
23051,Mr. Frank Avery,1988,HighSchool,Married,74393,0,1
24626,Mr. Sam Buckland,1963,Graduation,Divorced,88223,0,1
33242,Mrs. Lisa Hunter,1981,Graduation,Married,87007,0,1
34502,Mr. Cameron Wilkins,1993,Master,Divorced,56574,1,0
24173,Mr. Joe Wilson,1989,Basic,Together,32791,2,0
31112,Mr. Frank Burgess,1983,PhD,Married,101960,0,1
27905,Mr. Christian Lewis,1958,PhD,Together,100272,0,0
28541,Mr. Julian Greene,1967,Graduation,Married,85470,1,1
7412,Mr. Sam Harris,1963,Graduation,Single,84648,0,1
17576,Mr. Keith Powell,1967,Graduation,Married,104495,0,0
16730,Miss Wanda Paterson,1995,Graduation,Together,54804,1,0
11303,Miss Emma Paige,1987,Graduation,Single,42963,1,0
17216,Miss Madeleine Bailey,1956,PhD,Single,84128,0,0
11834,Miss Stephanie Howard,1974,PhD,Together,80491,1,0
8186,Mr. Michael Paterson,1972,Master,Married,97035,0,1
23144,Mr. Dan Hunter,1982,PhD,Married,108209,0,1
31652,Mr. Steven Young,1971,HighSchool,Together,65707,1,1
16391,Mr. John Thomson,1976,Graduation,Married,92080,0,1
19490,Mrs. Deirdre Quinn,1985,Master,Married,43985,1,0
24428,Miss Jasmine Morrison,1961,PhD,Single,48856,1,1
22664,Miss Zoe Abraham,1971,Graduation,Together,89920,0,1
17186,Mr. Brian North,1980,Graduation,Divorced,120206,0,1
31451,Mr. Simon North,1986,Master,Together,46620,0,1
18116,Mr. Phil White,1977,Graduation,Divorced,50219,1,1
13589,Mr. Jacob Vance,1996,Graduation,Married,60315,1,0
21902,Mr. Austin Wilkins,1997,Graduation,Single,48734,1,0
21443,Mr. Dylan Parr,1986,HighSchool,Married,99577,0,1
18035,Mr. Gordon Carr,1969,Graduation,Married,91415,1,1
34952,Miss Dorothy Walsh,1966,PhD,Together,92024,0,1
28205,Mr. Sebastian Springer,1970,PhD,Divorced,90412,0,1
22382,Mr. Steven Young,1981,Graduation,Married,36153,1,0
28676,Mr. David Payne,1965,Graduation,Married,76241,0,1
19157,Mr. Christian Turner,1961,PhD,Married,99332,0,0
10829,Mr. Brandon Vaughan,1979,Graduation,Married,85930,1,1
12122,Miss Wanda Walker,2000,Graduation,Single,116657,0,0
15029,Mr. Cameron Walker,1982,Graduation,Married,72580,1,1
18401,Mr. Dan May,1989,Graduation,Together,21564,1,0
32555,Mr. Stephen Clarkson,1989,Graduation,Married,55690,1,0
27317,Mr. James Blake,2002,HighSchool,Single,92641,0,0
5993,Mr. Liam Clarkson,1987,Graduation,Married,114760,0,0
21698,Miss Angela Bell,1968,Graduation,Single,101128,1,1
31811,Mr. Colin Dowd,1980,Graduation,Together,123580,0,0
30020,Mr. Dylan Henderson,1992,PhD,Married,44807,1,0
21659,Mr. Dylan Rutherford,1973,Graduation,Married,84869,1,1
11501,Mr. Joseph Pullman,1964,Graduation,Married,50202,1,1
9683,Mr. Anthony Paterson,1997,Graduation,Single,26471,1,0
30971,Mr. Evan Buckland,1996,Graduation,Single,83800,0,0
33098,Mr. Sean Hodges,1964,Master,Married,75853,1,1
8801,Mr. Dylan Payne,1994,Graduation,Married,104062,0,0
6380,Miss Alexandra Sanderson,1973,Master,Together,85963,0,1
6185,Mr. Matt Clarkson,1991,Master,Married,4609.6,2,0
8480,Mr. Austin Lee,1980,Master,Married,109608,0,0
25550,Miss Zoe Thomson,1979,Graduation,Single,58909,0,1
23330,Mr. Stephen Allan,1987,Graduation,Married,42638,1,1
31010,Mr. Oliver Ball,1974,Graduation,Married,72952,0,1
33749,Miss Elizabeth Alsop,1974,PhD,Single,68587,1,2
20654,Mr. Liam Ross,1955,PhD,Divorced,64170,1,1
13442,Miss Molly Payne,1976,Master,Single,39704,1,0
10055,Mr. Michael Mills,1985,PhD,Married,78340,1,0
8654,Mr. Blake Simpson,1984,Graduation,Single,51704,1,0
34553,Miss Bella Peake,1969,HighSchool,Together,109716,0,0
27944,Mr. Matt Paige,1986,Graduation,Married,28349,1,0
19040,Miss Carol Mackenzie,1991,Graduation,Single,127277,0,0
29627,Mr. Brian Ball,1974,Graduation,Single,97451,0,0
11456,Mr. Simon Scott,1985,PhD,Married,105252,0,0
29096,Miss Carol Buckland,1984,Graduation,Single,121976,0,0
18896,Mr. Joe Kerr,1982,Graduation,Together,74319,0,0
11582,Miss Anne Piper,1989,PhD,Together,44689,1,0
23216,Mr. Evan Alsop,1963,Master,Divorced,121274,0,0
11354,Mr. Nicholas Hudson,1960,Graduation,Married,58848,0,1
22781,Mr. Eric Oliver,2000,Graduation,Single,89774,0,0
32957,Mr. Adam Kerr,1956,Master,Divorced,70892,0,0
7004,Miss Heather Hodges,1997,Graduation,Together,99742,1,0
30746,Mr. Sean Cameron,1984,Graduation,Divorced,36018,1,0
31379,Mr. Boris Fisher,1961,Graduation,Together,44839,0,0
5813,Mr. Sam Butler,1964,Graduation,Single,107262,0,1
5288,Mrs. Sarah Fisher,1977,PhD,Divorced,79115,0,1
31007,Mr. Colin Mathis,1988,HighSchool,Single,103489,1,0
19103,Mr. Alan Mathis,1962,PhD,Widow,88720,0,1
18629,Mr. Piers Hunter,1961,PhD,Married,80306,0,1
34877,Mr. Jason Paterson,1987,PhD,Married,102021,0,0
34427,Mr. Leonard Burgess,1978,Master,Married,98457,0,1
